date,country,channel,campaign,impressions,clicks,sessions,conversions,cost,revenue
2025-01-24,US,Paid Social,TikTok_UGC_Collab,25272,412,367,7,614.38,512.98
2025-01-24,US,Paid Social,Social_Retargeting_DPA,67108,829,726,15,1128.66,1307.68
2025-01-24,US,Paid Social,IG_Showcase_Video,68686,1172,1131,30,1701.9,1930.93
2025-01-24,US,Organic,Email_Newsletter_Weekly,6120,869,808,14,0.0,987.54
2025-01-24,US,Organic,SEO_Branded_Home,32574,4799,4331,132,0.0,9256.5
2025-01-24,UK,Paid Search,Competitor_Targeting,28264,1009,885,51,2437.61,7405.65
2025-01-24,UK,Paid Social,IG_Showcase_Video,49690,752,717,14,852.79,1133.26
2025-01-24,UK,Paid Social,FB_Prospecting_Q1,24444,388,358,5,428.16,399.79
2025-01-24,UK,Paid Social,Social_Retargeting_DPA,11056,160,143,2,164.62,124.04
2025-01-24,UK,Organic,Email_Newsletter_Weekly,58147,6923,6214,202,0.0,18418.95
2025-01-24,UK,Organic,Direct_Traffic,56557,7793,6805,229,0.0,31372.96
2025-01-24,DE,Paid Search,Generic_Search_Q1,14591,676,633,23,1517.85,2741.48
2025-01-24,DE,Paid Search,Shopping_Top_Products,23843,977,875,46,2325.98,5853.31
2025-01-24,DE,Paid Social,FB_Prospecting_Q1,44821,842,754,16,902.4,1208.46
2025-01-24,DE,Organic,SEO_NonBranded_Blog,36687,4804,4217,126,0.0,8632.65
2025-01-24,DE,Organic,SEO_Branded_Home,34166,6072,5875,137,0.0,12190.67
2025-01-24,FR,Paid Search,Competitor_Targeting,15612,664,605,38,1479.74,4889.07
2025-01-24,FR,Paid Search,Generic_Search_Q1,33560,1202,1075,51,2768.31,4752.6
2025-01-24,FR,Paid Social,Social_Retargeting_DPA,13690,212,196,4,232.34,478.74
2025-01-24,FR,Organic,Referral_Program,12102,1772,1730,62,0.0,5039.27
2025-01-24,AU,Paid Search,Shopping_Top_Products,21114,795,768,38,2116.95,5763.78
2025-01-24,AU,Paid Social,FB_Prospecting_Q1,19557,262,223,5,300.72,415.69
2025-01-24,AU,Paid Social,Social_Retargeting_DPA,7716,119,108,2,108.91,194.13
2025-01-24,AU,Organic,Direct_Traffic,10282,1655,1491,41,0.0,2892.51
2025-01-24,AU,Organic,SEO_NonBranded_Blog,34149,4800,4389,136,0.0,10873.96
2025-01-25,US,Paid Search,Competitor_Targeting,61972,2647,2376,92,7201.79,12144.63
2025-01-25,US,Paid Social,Social_Retargeting_DPA,34183,530,458,8,613.47,225.63
2025-01-25,US,Organic,Direct_Traffic,63717,9399,8190,284,0.0,30364.76
2025-01-25,UK,Paid Search,Shopping_Top_Products,47106,2213,1947,107,4602.75,14876.14
2025-01-25,UK,Paid Search,Search_Retargeting,4678,221,209,10,536.44,955.08
2025-01-25,UK,Paid Search,Competitor_Targeting,48706,1793,1568,67,3893.52,5230.57
2025-01-25,UK,Paid Social,LinkedIn_B2B_LeadGen,37099,533,489,14,549.35,2029.05
2025-01-25,UK,Paid Social,TikTok_UGC_Collab,38109,651,612,13,748.74,696.99
2025-01-25,UK,Paid Social,FB_Prospecting_Q1,47270,835,711,11,754.64,725.9
2025-01-25,UK,Organic,Referral_Program,20517,2947,2756,96,0.0,6820.63
2025-01-25,UK,Organic,Email_Newsletter_Weekly,8406,1274,1098,29,0.0,2972.8
2025-01-25,UK,Organic,Direct_Traffic,12494,1849,1660,46,0.0,5141.23
2025-01-25,DE,Paid Search,Generic_Search_Q1,41702,1547,1488,82,3323.03,9341.86
2025-01-25,DE,Paid Search,Search_Retargeting,19589,818,795,47,1609.56,5524.23
2025-01-25,DE,Paid Search,Brand_Exact_Match,30050,1322,1218,65,2700.57,6663.76
2025-01-25,DE,Paid Social,Social_Retargeting_DPA,8437,123,108,1,137.94,43.5
2025-01-25,DE,Paid Social,TikTok_UGC_Collab,29438,438,412,8,349.49,790.79
2025-01-25,DE,Paid Social,FB_Prospecting_Q1,11257,192,173,3,203.7,249.85
2025-01-25,DE,Organic,Email_Newsletter_Weekly,4610,653,628,17,0.0,1567.96
2025-01-25,FR,Paid Search,Brand_Exact_Match,6341,279,242,11,663.61,1257.33
2025-01-25,FR,Paid Search,Competitor_Targeting,19057,790,676,37,1970.45,4586.79
2025-01-25,FR,Paid Social,IG_Showcase_Video,15664,230,203,4,233.2,415.21
2025-01-25,FR,Organic,Email_Newsletter_Weekly,15179,2467,2316,102,0.0,12334.06
2025-01-25,FR,Organic,SEO_NonBranded_Blog,35696,5097,4772,153,0.0,14443.27
2025-01-25,FR,Organic,Direct_Traffic,24379,3862,3695,119,0.0,10374.51
2025-01-25,AU,Paid Search,Shopping_Top_Products,2378,75,66,3,191.63,412.46
2025-01-25,AU,Paid Social,LinkedIn_B2B_LeadGen,23955,274,253,6,309.08,446.97
2025-01-25,AU,Paid Social,IG_Showcase_Video,24075,350,308,4,368.86,274.49
2025-01-25,AU,Paid Social,FB_Prospecting_Q1,28793,482,470,10,468.27,790.41
2025-01-25,AU,Organic,Referral_Program,23221,3439,3234,75,0.0,6240.71
2025-01-25,AU,Organic,Direct_Traffic,15479,2257,1971,66,0.0,8654.0
2025-01-26,US,Paid Search,Brand_Exact_Match,70789,2607,2502,150,5386.81,15546.6
2025-01-26,US,Paid Social,FB_Prospecting_Q1,53407,849,754,14,1202.48,762.63
2025-01-26,US,Paid Social,IG_Showcase_Video,36534,556,535,7,727.5,660.17
2025-01-26,US,Paid Social,TikTok_UGC_Collab,45018,687,640,12,934.34,1117.51
2025-01-26,US,Organic,Referral_Program,36201,5902,5191,192,0.0,15227.04
2025-01-26,UK,Paid Search,Search_Retargeting,59268,2469,2119,108,5186.21,9792.37
2025-01-26,UK,Paid Search,Shopping_Top_Products,17568,736,643,28,1578.09,2736.21
2025-01-26,UK,Paid Search,Brand_Exact_Match,24774,1138,972,51,2522.36,6566.03
2025-01-26,UK,Paid Social,FB_Prospecting_Q1,28471,463,406,7,486.43,700.49
2025-01-26,UK,Paid Social,IG_Showcase_Video,14748,206,189,2,212.12,166.44
2025-01-26,UK,Paid Social,TikTok_UGC_Collab,8014,117,107,1,138.83,85.5
2025-01-26,UK,Organic,Direct_Traffic,45454,6246,5316,131,0.0,9712.93
2025-01-26,UK,Organic,Email_Newsletter_Weekly,57201,8079,7251,234,0.0,20136.87
2025-01-26,DE,Paid Search,Generic_Search_Q1,44547,1834,1582,95,4061.03,10816.45
2025-01-26,DE,Paid Search,Brand_Exact_Match,3125,128,110,4,258.49,603.3
2025-01-26,DE,Paid Social,FB_Prospecting_Q1,16875,247,229,3,221.48,247.73
2025-01-26,DE,Paid Social,TikTok_UGC_Collab,44212,648,575,10,708.02,924.6
2025-01-26,DE,Organic,Referral_Program,19435,3617,3150,90,0.0,7592.19
2025-01-26,DE,Organic,SEO_NonBranded_Blog,31886,4506,4138,85,0.0,9583.57
2025-01-26,DE,Organic,Direct_Traffic,17291,2309,2238,78,0.0,11445.36
2025-01-26,FR,Paid Search,Search_Retargeting,1296,54,46,2,132.28,258.4
2025-01-26,FR,Paid Search,Competitor_Targeting,28899,1189,1084,68,2565.08,8141.56
2025-01-26,FR,Paid Social,LinkedIn_B2B_LeadGen,43204,639,610,11,606.88,739.86
2025-01-26,FR,Paid Social,Social_Retargeting_DPA,2285,40,34,0,44.92,0.0
2025-01-26,FR,Organic,Referral_Program,36213,5670,5289,142,0.0,16859.61
2025-01-26,FR,Organic,Email_Newsletter_Weekly,42633,6175,5656,164,0.0,12999.05
2025-01-26,FR,Organic,SEO_Branded_Home,36940,5359,4672,108,0.0,13179.62
2025-01-26,AU,Paid Search,Generic_Search_Q1,29033,1149,1093,60,2499.57,7502.6
2025-01-26,AU,Paid Social,IG_Showcase_Video,7000,96,83,1,103.56,82.61
2025-01-26,AU,Organic,SEO_NonBranded_Blog,7537,1089,973,33,0.0,2888.37
2025-01-27,US,Paid Search,Search_Retargeting,24463,796,715,40,1847.06,5689.27
2025-01-27,US,Paid Search,Generic_Search_Q1,23266,905,872,46,2344.83,4847.9
2025-01-27,US,Paid Social,TikTok_UGC_Collab,57243,909,813,11,1127.15,1133.81
2025-01-27,US,Paid Social,Social_Retargeting_DPA,5817,84,78,1,118.05,84.48
2025-01-27,US,Organic,Email_Newsletter_Weekly,12777,1778,1718,50,0.0,2755.39
2025-01-27,US,Organic,SEO_Branded_Home,21607,2810,2643,92,0.0,5865.62
2025-01-27,US,Organic,Referral_Program,37078,4369,4080,143,0.0,8248.51
2025-01-27,UK,Paid Search,Competitor_Targeting,5594,194,175,6,354.3,828.18
2025-01-27,UK,Paid Social,FB_Prospecting_Q1,51514,846,769,15,885.82,804.11
2025-01-27,UK,Paid Social,IG_Showcase_Video,54309,800,741,13,865.3,1040.52
2025-01-27,UK,Paid Social,Social_Retargeting_DPA,37996,496,484,10,456.38,565.11
2025-01-27,UK,Organic,Referral_Program,2601,364,316,8,0.0,743.9
2025-01-27,UK,Organic,SEO_Branded_Home,42223,5377,4649,125,0.0,6452.13
2025-01-27,DE,Paid Search,Generic_Search_Q1,10702,312,300,12,858.68,1394.48
2025-01-27,DE,Paid Search,Brand_Exact_Match,16708,648,573,32,1473.22,4232.18
2025-01-27,DE,Paid Social,TikTok_UGC_Collab,26325,356,330,6,370.01,491.59
2025-01-27,DE,Paid Social,Social_Retargeting_DPA,9561,152,135,2,144.75,129.43
2025-01-27,DE,Paid Social,LinkedIn_B2B_LeadGen,35095,477,458,10,513.44,880.8
2025-01-27,DE,Organic,SEO_NonBranded_Blog,39316,6136,5787,158,0.0,17314.44
2025-01-27,DE,Organic,Referral_Program,20849,3175,3007,109,0.0,10860.72
2025-01-27,FR,Paid Search,Competitor_Targeting,26121,1071,982,39,2644.14,5477.98
2025-01-27,FR,Paid Search,Brand_Exact_Match,19494,780,722,44,1523.97,6387.88
2025-01-27,FR,Paid Social,LinkedIn_B2B_LeadGen,26765,448,408,9,499.12,812.08
2025-01-27,FR,Organic,Referral_Program,16575,2334,2251,60,0.0,3441.56
2025-01-27,FR,Organic,SEO_Branded_Home,10337,1515,1291,49,0.0,3590.62
2025-01-27,FR,Organic,Email_Newsletter_Weekly,36046,4811,4441,123,0.0,5420.65
2025-01-27,AU,Paid Search,Competitor_Targeting,27528,1109,1031,49,2294.04,5372.38
2025-01-27,AU,Paid Search,Generic_Search_Q1,30117,1112,1084,29,2184.41,3481.86
2025-01-27,AU,Paid Social,Social_Retargeting_DPA,7202,102,89,1,102.77,103.81
2025-01-27,AU,Paid Social,TikTok_UGC_Collab,25603,464,433,7,487.79,556.63
2025-01-27,AU,Organic,Email_Newsletter_Weekly,26102,4253,3647,124,0.0,14458.64
2025-01-27,AU,Organic,Direct_Traffic,30048,4726,4260,112,0.0,13896.16
2025-01-28,US,Paid Search,Search_Retargeting,70371,3230,3005,155,9330.03,15464.23
2025-01-28,US,Paid Search,Generic_Search_Q1,64402,2680,2592,166,6710.51,23003.78
2025-01-28,US,Paid Social,Social_Retargeting_DPA,20176,300,265,6,406.16,681.31
2025-01-28,US,Paid Social,FB_Prospecting_Q1,57591,851,777,20,1031.07,1779.7
2025-01-28,US,Paid Social,TikTok_UGC_Collab,3127,46,44,0,67.93,0.0
2025-01-28,US,Organic,SEO_NonBranded_Blog,55908,8651,7469,216,0.0,30639.93
2025-01-28,UK,Paid Search,Search_Retargeting,19821,901,793,34,1848.4,5472.26
2025-01-28,UK,Paid Social,LinkedIn_B2B_LeadGen,30340,470,454,8,535.66,547.05
2025-01-28,UK,Paid Social,Social_Retargeting_DPA,10326,167,142,3,190.07,260.25
2025-01-28,UK,Organic,SEO_NonBranded_Blog,33914,5060,4409,142,0.0,12187.06
2025-01-28,DE,Paid Search,Generic_Search_Q1,45673,1993,1769,60,4586.1,5234.66
2025-01-28,DE,Paid Search,Competitor_Targeting,39498,1523,1321,75,3502.9,8592.83
2025-01-28,DE,Paid Social,IG_Showcase_Video,42085,646,582,13,664.08,845.55
2025-01-28,DE,Paid Social,LinkedIn_B2B_LeadGen,39504,573,513,11,632.72,1118.75
2025-01-28,DE,Organic,Email_Newsletter_Weekly,25639,4028,3792,106,0.0,6055.18
2025-01-28,DE,Organic,Direct_Traffic,32229,5331,4966,159,0.0,13347.22
2025-01-28,FR,Paid Search,Competitor_Targeting,6516,282,246,13,640.1,1254.57
2025-01-28,FR,Paid Search,Generic_Search_Q1,24444,933,909,56,2063.88,9397.77
2025-01-28,FR,Paid Social,Social_Retargeting_DPA,20909,353,303,5,353.2,406.14
2025-01-28,FR,Paid Social,FB_Prospecting_Q1,11145,145,135,2,139.86,225.14
2025-01-28,FR,Organic,Direct_Traffic,23262,3713,3295,105,0.0,4879.32
2025-01-28,FR,Organic,Referral_Program,10467,1671,1451,48,0.0,3142.23
2025-01-28,AU,Paid Search,Generic_Search_Q1,15933,688,595,28,1587.02,2618.57
2025-01-28,AU,Paid Social,LinkedIn_B2B_LeadGen,31847,447,426,7,514.8,491.89
2025-01-28,AU,Paid Social,IG_Showcase_Video,33776,530,499,9,479.32,1043.25
2025-01-28,AU,Organic,Direct_Traffic,7261,890,774,18,0.0,2056.71
2025-01-28,AU,Organic,SEO_Branded_Home,16462,2595,2487,73,0.0,6793.51
2025-01-29,US,Paid Search,Shopping_Top_Products,25237,1065,906,38,3230.53,4454.13
2025-01-29,US,Paid Search,Competitor_Targeting,54268,2054,1943,110,5560.72,11085.43
2025-01-29,US,Paid Search,Generic_Search_Q1,19438,930,849,44,2571.11,4559.0
2025-01-29,US,Paid Social,IG_Showcase_Video,49978,682,580,12,1060.28,980.26
2025-01-29,US,Paid Social,FB_Prospecting_Q1,57084,764,737,19,1075.81,1419.08
2025-01-29,US,Organic,Referral_Program,62917,9783,9100,276,0.0,26870.81
2025-01-29,US,Organic,SEO_NonBranded_Blog,58803,8066,7347,229,0.0,17048.85
2025-01-29,UK,Paid Search,Search_Retargeting,20498,738,631,25,1598.73,2112.47
2025-01-29,UK,Paid Search,Brand_Exact_Match,31288,1338,1223,63,3221.03,6407.67
2025-01-29,UK,Paid Social,Social_Retargeting_DPA,41677,574,547,16,765.75,1350.14
2025-01-29,UK,Paid Social,IG_Showcase_Video,14265,252,229,4,269.23,513.83
2025-01-29,UK,Paid Social,TikTok_UGC_Collab,2365,32,27,0,35.9,0.0
2025-01-29,UK,Organic,SEO_NonBranded_Blog,8270,1223,1155,42,0.0,3504.42
2025-01-29,UK,Organic,Referral_Program,25552,3143,3075,97,0.0,10403.54
2025-01-29,UK,Organic,Email_Newsletter_Weekly,16389,2889,2528,66,0.0,4883.75
2025-01-29,DE,Paid Search,Brand_Exact_Match,34034,1345,1171,73,3404.53,8002.65
2025-01-29,DE,Paid Search,Search_Retargeting,49522,1798,1674,82,3801.43,9122.71
2025-01-29,DE,Paid Social,Social_Retargeting_DPA,39531,639,606,13,638.78,1204.66
2025-01-29,DE,Paid Social,IG_Showcase_Video,24382,338,319,8,409.69,652.3
2025-01-29,DE,Organic,Email_Newsletter_Weekly,10817,1369,1203,46,0.0,6086.93
2025-01-29,DE,Organic,Direct_Traffic,36376,5250,4872,131,0.0,8535.66
2025-01-29,FR,Paid Search,Competitor_Targeting,8424,318,286,18,598.58,2604.03
2025-01-29,FR,Paid Search,Search_Retargeting,24767,1060,959,36,2009.66,4376.07
2025-01-29,FR,Paid Social,LinkedIn_B2B_LeadGen,35010,593,550,13,633.17,848.39
2025-01-29,FR,Organic,Referral_Program,29299,3973,3455,102,0.0,9984.88
2025-01-29,FR,Organic,SEO_NonBranded_Blog,11871,1890,1641,43,0.0,3126.72
2025-01-29,FR,Organic,Direct_Traffic,6169,872,789,35,0.0,3464.68
2025-01-29,AU,Paid Search,Brand_Exact_Match,11036,422,394,18,873.52,1877.24
2025-01-29,AU,Paid Search,Generic_Search_Q1,9476,331,295,12,764.25,1523.25
2025-01-29,AU,Paid Social,Social_Retargeting_DPA,19446,318,306,6,392.49,439.78
2025-01-29,AU,Organic,Email_Newsletter_Weekly,24208,3624,3192,73,0.0,6497.42
2025-01-29,AU,Organic,SEO_Branded_Home,32426,4686,4137,183,0.0,14477.34
2025-01-30,US,Paid Search,Brand_Exact_Match,34090,1444,1235,82,4701.96,9681.21
2025-01-30,US,Paid Search,Shopping_Top_Products,1885,84,81,3,234.08,351.91
2025-01-30,US,Paid Social,IG_Showcase_Video,39799,599,560,14,672.88,598.08
2025-01-30,US,Paid Social,FB_Prospecting_Q1,18727,265,255,3,329.15,229.52
2025-01-30,US,Paid Social,LinkedIn_B2B_LeadGen,8284,129,120,2,170.16,184.45
2025-01-30,US,Organic,SEO_NonBranded_Blog,39604,5479,5158,153,0.0,12249.18
2025-01-30,US,Organic,SEO_Branded_Home,70030,12136,10633,435,0.0,28195.65
2025-01-30,UK,Paid Search,Generic_Search_Q1,30331,1329,1295,77,3444.47,8724.76
2025-01-30,UK,Paid Social,Social_Retargeting_DPA,4243,61,55,0,68.9,0.0
2025-01-30,UK,Organic,Referral_Program,59755,7758,6735,201,0.0,14578.81
2025-01-30,UK,Organic,SEO_Branded_Home,9740,1389,1231,30,0.0,1864.18
2025-01-30,DE,Paid Search,Shopping_Top_Products,43108,1645,1489,91,4077.64,10642.24
2025-01-30,DE,Paid Search,Brand_Exact_Match,17818,666,605,30,1556.29,3661.4
2025-01-30,DE,Paid Social,LinkedIn_B2B_LeadGen,43088,694,659,10,776.01,824.12
2025-01-30,DE,Organic,Direct_Traffic,15378,2424,2239,74,0.0,5661.82
2025-01-30,DE,Organic,Email_Newsletter_Weekly,4585,635,578,17,0.0,1984.33
2025-01-30,DE,Organic,Referral_Program,17707,2683,2369,94,0.0,6249.42
2025-01-30,FR,Paid Search,Shopping_Top_Products,12701,561,484,26,1263.49,2370.25
2025-01-30,FR,Paid Search,Generic_Search_Q1,5750,219,210,11,484.5,1429.46
2025-01-30,FR,Paid Social,FB_Prospecting_Q1,9751,152,147,3,162.17,357.16
2025-01-30,FR,Organic,Referral_Program,12114,1743,1635,41,0.0,3103.32
2025-01-30,AU,Paid Search,Search_Retargeting,30233,1293,1130,37,3202.96,3532.67
2025-01-30,AU,Paid Search,Brand_Exact_Match,24805,1144,1081,65,2697.93,10688.49
2025-01-30,AU,Paid Search,Shopping_Top_Products,27358,1071,984,65,2632.58,8506.88
2025-01-30,AU,Paid Social,IG_Showcase_Video,9689,174,150,2,175.7,177.1
2025-01-30,AU,Paid Social,TikTok_UGC_Collab,12394,177,160,3,206.62,269.23
2025-01-30,AU,Organic,Direct_Traffic,32834,5635,4814,128,0.0,15885.6
2025-01-30,AU,Organic,Email_Newsletter_Weekly,21028,3090,3016,91,0.0,4169.9
2025-01-31,US,Paid Search,Competitor_Targeting,43824,1558,1425,48,3907.22,4640.59
2025-01-31,US,Paid Social,LinkedIn_B2B_LeadGen,2368,36,31,0,44.29,0.0
2025-01-31,US,Organic,SEO_Branded_Home,67477,11381,10786,295,0.0,22907.25
2025-01-31,US,Organic,Referral_Program,41364,5719,5082,147,0.0,13099.86
2025-01-31,US,Organic,Direct_Traffic,6414,1005,946,34,0.0,3859.85
2025-01-31,UK,Paid Search,Brand_Exact_Match,5569,219,211,9,445.31,953.44
2025-01-31,UK,Paid Search,Competitor_Targeting,29235,1193,1038,47,2329.35,5546.07
2025-01-31,UK,Paid Search,Search_Retargeting,56058,1996,1810,83,3886.58,12263.18
2025-01-31,UK,Paid Social,TikTok_UGC_Collab,9776,141,130,2,160.26,219.94
2025-01-31,UK,Paid Social,Social_Retargeting_DPA,55731,957,932,21,1096.7,1801.11
2025-01-31,UK,Paid Social,LinkedIn_B2B_LeadGen,24934,364,353,8,394.59,583.9
2025-01-31,UK,Organic,SEO_Branded_Home,56311,7930,7268,211,0.0,20226.33
2025-01-31,UK,Organic,Direct_Traffic,58112,8818,7629,202,0.0,16562.31
2025-01-31,UK,Organic,Referral_Program,40651,5562,5148,161,0.0,19483.46
2025-01-31,DE,Paid Search,Brand_Exact_Match,30345,1154,1087,51,2768.33,7114.68
2025-01-31,DE,Paid Social,TikTok_UGC_Collab,43979,721,690,11,827.8,856.36
2025-01-31,DE,Paid Social,Social_Retargeting_DPA,44907,563,525,11,576.13,1187.61
2025-01-31,DE,Organic,Email_Newsletter_Weekly,47830,7606,7230,250,0.0,19118.1
2025-01-31,FR,Paid Search,Brand_Exact_Match,19642,806,745,27,1829.06,2751.95
2025-01-31,FR,Paid Search,Search_Retargeting,41646,1382,1308,92,3044.98,9465.86
2025-01-31,FR,Paid Search,Competitor_Targeting,12148,559,501,28,1111.67,3731.68
2025-01-31,FR,Paid Social,Social_Retargeting_DPA,42007,722,684,12,761.57,644.1
2025-01-31,FR,Organic,Referral_Program,19731,3419,2940,89,0.0,9090.29
2025-01-31,FR,Organic,Email_Newsletter_Weekly,1239,164,157,5,0.0,412.69
2025-01-31,FR,Organic,SEO_Branded_Home,29404,4295,3895,118,0.0,12687.55
2025-01-31,AU,Paid Search,Generic_Search_Q1,16135,737,696,38,1774.43,4772.94
2025-01-31,AU,Paid Social,IG_Showcase_Video,30866,478,433,6,488.25,438.08
2025-01-31,AU,Organic,SEO_NonBranded_Blog,19368,2708,2364,63,0.0,4827.9
2025-02-01,US,Paid Search,Search_Retargeting,60492,2193,1963,94,5539.41,13508.62
2025-02-01,US,Paid Search,Competitor_Targeting,71434,2891,2650,115,7306.66,14990.94
2025-02-01,US,Paid Search,Brand_Exact_Match,74710,2484,2225,68,6463.43,9064.66
2025-02-01,US,Paid Social,Social_Retargeting_DPA,49510,761,654,9,1114.82,880.0
2025-02-01,US,Paid Social,LinkedIn_B2B_LeadGen,47206,789,754,14,1082.78,481.64
2025-02-01,US,Paid Social,FB_Prospecting_Q1,56332,882,782,17,1266.84,1095.27
2025-02-01,US,Organic,SEO_Branded_Home,57804,8502,7539,251,0.0,24540.65
2025-02-01,UK,Paid Search,Shopping_Top_Products,36376,1461,1356,76,3232.17,8249.24
2025-02-01,UK,Paid Search,Generic_Search_Q1,17134,782,764,38,1982.74,4247.64
2025-02-01,UK,Paid Social,TikTok_UGC_Collab,11340,166,156,3,200.21,141.01
2025-02-01,UK,Paid Social,FB_Prospecting_Q1,35371,521,449,9,525.21,957.48
2025-02-01,UK,Organic,Direct_Traffic,58436,10834,9494,236,0.0,21949.47
2025-02-01,DE,Paid Search,Brand_Exact_Match,17863,731,638,33,1796.74,3708.29
2025-02-01,DE,Paid Search,Generic_Search_Q1,31819,1327,1266,57,2927.8,7023.93
2025-02-01,DE,Paid Social,FB_Prospecting_Q1,21369,300,287,4,357.6,258.45
2025-02-01,DE,Paid Social,TikTok_UGC_Collab,8341,98,89,0,104.4,0.0
2025-02-01,DE,Organic,Direct_Traffic,7277,1176,1149,32,0.0,3202.3
2025-02-01,DE,Organic,Email_Newsletter_Weekly,3186,494,440,13,0.0,1048.31
2025-02-01,DE,Organic,Referral_Program,28576,3778,3373,111,0.0,15984.66
2025-02-01,FR,Paid Search,Brand_Exact_Match,1845,71,61,2,175.14,315.52
2025-02-01,FR,Paid Search,Competitor_Targeting,1322,49,41,2,134.07,246.97
2025-02-01,FR,Paid Social,Social_Retargeting_DPA,42731,595,521,10,584.04,847.42
2025-02-01,FR,Paid Social,LinkedIn_B2B_LeadGen,3439,48,45,0,55.92,0.0
2025-02-01,FR,Organic,SEO_NonBranded_Blog,42040,7334,6259,134,0.0,14355.61
2025-02-01,FR,Organic,SEO_Branded_Home,28193,4896,4213,141,0.0,15275.91
2025-02-01,FR,Organic,Referral_Program,2916,484,437,14,0.0,1768.15
2025-02-01,AU,Paid Search,Brand_Exact_Match,919,41,35,1,79.63,110.38
2025-02-01,AU,Paid Social,LinkedIn_B2B_LeadGen,32379,501,488,9,516.14,1161.52
2025-02-01,AU,Paid Social,Social_Retargeting_DPA,15521,255,230,5,249.54,232.92
2025-02-01,AU,Paid Social,TikTok_UGC_Collab,19614,276,237,4,268.32,388.18
2025-02-01,AU,Organic,Direct_Traffic,14368,2397,2131,70,0.0,6577.58
2025-02-01,AU,Organic,SEO_Branded_Home,12733,1924,1706,44,0.0,5394.92
2025-02-01,AU,Organic,Referral_Program,7346,1119,970,36,0.0,2862.32
2025-02-02,US,Paid Search,Shopping_Top_Products,38620,1720,1642,84,3938.19,10385.43
2025-02-02,US,Paid Search,Search_Retargeting,21937,726,649,30,2102.79,3209.06
2025-02-02,US,Paid Social,Social_Retargeting_DPA,74032,1147,975,18,1532.31,2170.0
2025-02-02,US,Paid Social,TikTok_UGC_Collab,26977,487,456,7,633.53,525.22
2025-02-02,US,Organic,SEO_NonBranded_Blog,58896,11032,10782,373,0.0,24707.23
2025-02-02,US,Organic,Referral_Program,3168,530,459,11,0.0,1029.77
2025-02-02,UK,Paid Search,Search_Retargeting,49020,2053,1961,117,4278.8,16365.06
2025-02-02,UK,Paid Social,LinkedIn_B2B_LeadGen,7183,111,98,2,129.22,154.78
2025-02-02,UK,Paid Social,TikTok_UGC_Collab,7107,110,94,1,113.43,93.44
2025-02-02,UK,Paid Social,FB_Prospecting_Q1,45042,664,607,15,634.55,1547.1
2025-02-02,UK,Organic,SEO_NonBranded_Blog,19198,2929,2658,105,0.0,10151.36
2025-02-02,DE,Paid Search,Generic_Search_Q1,28726,1196,1049,61,2701.7,3965.65
2025-02-02,DE,Paid Search,Brand_Exact_Match,41180,1906,1837,94,3598.73,13640.44
2025-02-02,DE,Paid Search,Competitor_Targeting,30670,1080,1036,43,2447.11,3370.98
2025-02-02,DE,Paid Social,IG_Showcase_Video,30499,509,469,9,571.06,1013.24
2025-02-02,DE,Paid Social,FB_Prospecting_Q1,46152,770,727,11,728.1,799.05
2025-02-02,DE,Paid Social,LinkedIn_B2B_LeadGen,13262,158,137,2,194.97,250.79
2025-02-02,DE,Organic,SEO_NonBranded_Blog,1615,252,243,10,0.0,1455.04
2025-02-02,FR,Paid Search,Generic_Search_Q1,28980,1303,1180,47,2932.43,4464.08
2025-02-02,FR,Paid Social,LinkedIn_B2B_LeadGen,7577,102,87,1,112.46,102.9
2025-02-02,FR,Paid Social,IG_Showcase_Video,44204,685,667,14,748.46,1017.42
2025-02-02,FR,Paid Social,Social_Retargeting_DPA,13905,186,171,3,212.8,203.31
2025-02-02,FR,Organic,SEO_NonBranded_Blog,2000,343,306,13,0.0,701.78
2025-02-02,FR,Organic,SEO_Branded_Home,6021,837,714,24,0.0,1773.94
2025-02-02,FR,Organic,Email_Newsletter_Weekly,4634,776,725,16,0.0,1676.37
2025-02-02,AU,Paid Search,Generic_Search_Q1,7328,284,261,14,673.33,1315.87
2025-02-02,AU,Paid Search,Brand_Exact_Match,16383,744,681,28,1732.12,3774.3
2025-02-02,AU,Paid Search,Search_Retargeting,22166,828,805,48,1988.82,6718.44
2025-02-02,AU,Paid Social,TikTok_UGC_Collab,21107,300,292,7,341.07,411.61
2025-02-02,AU,Organic,Referral_Program,6047,971,849,23,0.0,1635.88
2025-02-02,AU,Organic,Direct_Traffic,34419,4692,4248,118,0.0,12898.65
2025-02-02,AU,Organic,Email_Newsletter_Weekly,26418,3459,3166,75,0.0,8201.48
2025-02-03,US,Paid Search,Competitor_Targeting,44832,1530,1463,109,3739.33,16737.36
2025-02-03,US,Paid Search,Generic_Search_Q1,55860,2214,2040,120,5874.67,13731.6
2025-02-03,US,Paid Search,Brand_Exact_Match,68455,2422,2126,98,5924.45,14674.81
2025-02-03,US,Paid Social,TikTok_UGC_Collab,21427,339,300,6,426.18,798.28
2025-02-03,US,Paid Social,IG_Showcase_Video,12622,181,156,3,203.53,150.2
2025-02-03,US,Organic,SEO_NonBranded_Blog,66615,9536,8672,240,0.0,26359.47
2025-02-03,US,Organic,Direct_Traffic,34912,5143,4685,154,0.0,12723.83
2025-02-03,UK,Paid Search,Brand_Exact_Match,13460,573,553,33,1071.95,4412.63
